Tool Name,Story,Works with,No. of Actions,Author
Google Drive,Remove public access permissions in Google Drive,"['Google', 'Google Drive']",12,Michael Tolan
Google Drive,Retrieve a directory from an endpoint using CrowdStrike and save to Google Drive,"['CrowdStrike', 'Google', 'Google Drive']",22,Conor Dunne
Google Drive,Create versioned backups on Google Drive files using Box,"['Google', 'Google Drive']",13,Conor Dunne
Google Drive,Respond to Google Drive public exposure alerts in Reco and secure files,"['Google', 'Google Drive', 'Reco', 'Slack']",46,
Google Drive,Monitor user activity in Google Drive,"['Google', 'Google Drive']",18,Christopher Toole at OVO Group
HashiCorp,Create Terraform Infrastructure as Code,"['GitHub', 'HashiCorp', 'HashiCorp Terraform', 'ServiceNow', 'Slack']",16,
HashiCorp,Initiate Terraform request to create Infrastructure as Code,"['HashiCorp', 'HashiCorp Terraform']",5,
HashiCorp,Respond to & configure Terraform Cloud run task,"['HashiCorp', 'HashiCorp Terraform', 'Jira Software', 'Slack']",16,
HashiCorp,Provision AWS and Vault access via Okta,"['AWS', 'HashiCorp', 'Okta']",25,Zach Perry at PathAI
HashiCorp,Monitor the health of a Hashicorp Vault cluster,"['HashiCorp', 'Slack']",13,Nate Adams at Sophos
Jamf,Verify CrowdStrike is present on new devices in Jamf,"['CrowdStrike', 'Jamf', 'Slack']",9,Conor Dunne
Jamf,Search for Jamf assets using Tines Pages,['Jamf'],9,
Jamf,Report and lock lost devices in Jamf,"['Duo Security', 'Jamf', 'Jira Software']",14,Conor Dunne
Jamf,Streamline macOS software updates with self-service patch management,['Jamf'],57,Tyler Talaga at MyFitnessPal
Jamf,Report and lock lost devices in Jamf with Okta SSO,"['Jamf', 'Jira Software', 'Okta', 'Slack']",27,Sakil Khan
Knowbe4,Send KnowBe4 training reminders via Slack,"['Knowbe4', 'Slack']",23,
Knowbe4,Analyze and manage phishing alerts with KnowBe4 PhishER and Talos,['Knowbe4'],23,
Knowbe4,Report KMSAT events in KnowBe4 with pages,['Knowbe4'],9,
Knowbe4,Manage Okta user groups and create Jira tickets via Slack,"['AWS', 'Jira Software', 'Knowbe4', 'Okta', 'Slack']",140,Sandeep Kumar
Knowbe4,Notify and assign training based on Harmonic Security alerts,"['Harmonic Security', 'Knowbe4', 'Notion', 'Slack', 'Tines']",17,Harmonic Security
LimaCharlie,Determine severity of LimaCharlie detections and triage,"['Jira Software', 'LimaCharlie', 'Slack']",21,
LimaCharlie,Manage Velociraptor artifact collection via Slack,"['LimaCharlie', 'Slack', 'Velociraptor']",9,Conor Dunne
LimaCharlie,Manage LimaCharlie sensor isolation with Tines pages,['LimaCharlie'],11,
LimaCharlie,Run remote commands in LimaCharlie,['LimaCharlie'],14,
LimaCharlie,Retrieve blocked DNS queries from AdGuard and enrich with VirusTotal and LimaCharlie,"['AdGuard', 'LimaCharlie', 'VirusTotal']",15,Conor Dunne
MISP,Analyze SMS phishing with the AI action,"['MISP', 'Slack', 'URLScan.io', 'VirusTotal']",33,Michael Fischler at Roblox
MISP,Search and view Indicators of Compromise from MISP events,['MISP'],12,Conor Dunne
MISP,Search for IOCs in MISP default feeds,['MISP'],8,Sif Baksh
MISP,Search for IoCs in a network when a MISP attribute is created,"['CrowdStrike', 'DataDog', 'MISP']",15,Conor Dunne
MISP,Initiate MISP investigation from a Tines case,['MISP'],20,Conor Dunne
Orca Security,"Detect, log and remediate AWS alerts with Orca Security and Jira","['AWS', 'Jira Software', 'Orca Security', 'Slack']",21,
Orca Security,Run & track vulnerability scans with Orca Security,"['Jira Software', 'Orca Security']",12,
Orca Security,Identify and resolve false positive AWS alerts in Orca,"['AWS', 'Orca Security', 'Slack']",23,
Orca Security,Run asset vulnerability scans & add evidence to compliance system,"['Drata', 'Orca Security']",24,
Orca Security,Search for vulnerable or malicious dependencies across services,"['Artifactory', 'GitLab', 'Microsoft Azure', 'Orca Security', 'Rapid7', 'Sonatype']",113,Emily Nguyen
Salesforce,Send Bulk Updates To Salesforce,['Salesforce'],12,
Salesforce,Manage Salesforce lead capture with Tines pages and cases,"['Salesforce', 'Tines']",46,Conor Dunne
Salesforce,Get info from Salesforce,['Salesforce'],11,
Salesforce,Add ID.me contacts to SalesForce,"['ID.me', 'Salesforce']",4,
Salesforce,Create a Netsuite sales order for a won Salesforce opportunity,"['Netsuite', 'Salesforce']",16,Peter Coleman
Snyk,Track Snyk issues in Jira,"['Jira Software', 'Snyk']",16,
Snyk,Query Snyk & gather a vulnerability report,"['Jira Software', 'Snyk']",13,
Snyk,Monitor and delete old CLI projects in Snyk,['Snyk'],9,Andrew Orr Ewing at Applied Systems
Snyk,Schedule SBOM and SPDX creation in Snyk and store in Sharepoint,['Snyk'],32,Andrew Orr Ewing at Applied Systems
Snyk,Review Snyk organization findings with Jira issues,"['Jira Software', 'Snyk']",66,Andrew Orr Ewing at Applied Systems
Sysdig,Detect and Enrich Sysdig Alerts with Risky User with Greynoise and Deny User from AWS Console Login,"['AWS', 'GreyNoise', 'Sysdig']",11,Manuel Boira at Sysdig
Sysdig,Receive and correlate alerts from Sysdig,"['OpsGenie', 'PagerDuty', 'Slack', 'Sysdig']",10,
Sysdig,Create issues in Jira for Sysdig vulnerability findings,"['Jira Software', 'Sysdig']",13,
Sysdig,Handle cloud compliance notifications with Sysdig,"['Jira Software', 'Sysdig']",4,
Sysdig,"Sysdig Cloud Detection, Document with Jira, and Respond with Tines","['AWS', 'GreyNoise', 'Jira Software', 'Kubernetes', 'Sysdig', 'Tines']",40,Manuel Boira at Sysdig
TheHive Project,Enrich CrowdStrike incidents with VirusTotal & send to TheHive,"['CrowdStrike', 'TheHive Project', 'VirusTotal']",25,Conor Dunne
TheHive Project,Notify users of open tickets in TheHive,"['Slack', 'TheHive Project']",10,
TheHive Project,Search & sort SLA breaches in TheHive,['TheHive Project'],17,
TheHive Project,Check IPs in Shodan for unexpected open ports,"['Shodan', 'TheHive Project']",13,
TheHive Project,Use Slack to record specific Wiz insights in TheHive,"['Slack', 'TheHive Project', 'Wiz']",26,
APIVoid,Analyze an IP in many services at once,"['AbuseIPDB', 'APIVoid', 'GreyNoise', 'Jira Software', 'Pulsedive', 'VirusTotal']",13,Michael Tolan
APIVoid,Get IP address information,"['APIVoid', 'IPQualityScore']",9,Michael Tolan
APIVoid,Monitor website certificates for expiration,"['APIVoid', 'Jira Software', 'Slack']",26,Conor Dunne
APIVoid,Analyze a domain with APIVoid,['APIVoid'],23,Michael Tolan
Censys,Lookup and retrieve subdomain certificate information using Censys,['Censys'],7,Conor Dunne
Censys,Query Censys for known Command & Control IPs add as IoCs in CrowdStrike,"['Censys', 'CrowdStrike']",16,Michael Tolan
Censys,Perform free text Censys searches via a Slack channel,"['Censys', 'Slack']",11,Conor Dunne
Censys,Search free Cobalt Strike IoC feeds for a value,['Censys'],10,Sif Baksh
Google Calendar,Add video conferencing and meeting notes to new Google Calendar events,"['Google', 'Google Calendar', 'Zoom']",22,
Google Calendar,Create and sync Google Calendar events from Notion,"['Google Calendar', 'Notion']",23,Yanni Hajioannou
HashiCorp Terraform,Create Terraform Infrastructure as Code,"['GitHub', 'HashiCorp', 'HashiCorp Terraform', 'ServiceNow', 'Slack']",16,
HashiCorp Terraform,Initiate Terraform request to create Infrastructure as Code,"['HashiCorp', 'HashiCorp Terraform']",5,
HashiCorp Terraform,Respond to & configure Terraform Cloud run task,"['HashiCorp', 'HashiCorp Terraform', 'Jira Software', 'Slack']",16,
HashiCorp Terraform,Create and manage malware labs using Terraform Cloud,"['AWS', 'HashiCorp Terraform']",47,Conor Dunne
Intercom,Communicate across chats in Intercom and Slack,"['Intercom', 'Slack']",30,Conor Dunne
Intercom,Monitor Intercom for sensitive content with Nightfall and record in Tines,"['Intercom', 'Nightfall AI', 'Tines']",7,Conor Dunne
Intercom,Sync Intercom conversations with Tines cases,"['Intercom', 'Tines']",26,
Intercom,Track Intercom conversations in Quickbase,"['Intercom', 'Quickbase']",7,
Kubernetes,Manage Elasticsearch and GKE clusters via Slack bot,"['Argo Workflows', 'Google', 'Kubernetes']",41,Christopher Cutajar at Elastic
Kubernetes,"Sysdig Cloud Detection, Document with Jira, and Respond with Tines","['AWS', 'GreyNoise', 'Jira Software', 'Kubernetes', 'Sysdig', 'Tines']",40,Manuel Boira at Sysdig
Kubernetes,Send Slack notifications for Kubernetes pod status changes,"['Kubernetes', 'Slack']",13,Conor Dunne
Kubernetes,Transfer Kubernetes manifest ownership via Slack,"['Kubernetes', 'Slack']",22,Conor Dunne
Lacework,Investigate & remediate Lacework alerts,"['AWS', 'Jira Software', 'Lacework']",25,
Lacework,Normalize alerts from multiple sources using ChatGPT,"['CrowdStrike', 'Elastic', 'Lacework', 'OpenAI']",16,
Lacework,Add host vulnerabilities in Lacework to Drata controls,"['Drata', 'Lacework']",8,
Lacework,Remediate compliance violations with Lacework,"['AWS', 'Lacework', 'Slack']",12,
Material Security,Analyze phishing emails with Material Security,['Material Security'],32,
Material Security,Triage email attachments with Material Security,"['Material Security', 'VirusTotal']",13,
Material Security,Query for & protect emails in Material Security,['Material Security'],24,
Material Security,Detect unusual user activity with Material Security,"['Material Security', 'Slack', 'Tines']",11,Material Security
MITRE,Tag Tines cases using MITRE ATT&CK techniques and tactics,['MITRE'],13,Conor Dunne
MITRE,Generate MITRE ATT&CK Navigator layout from Tines cases,['MITRE'],9,Conor Dunne
MITRE,Discover new objects in collections provided by the MITRE TAXII server,"['MITRE', 'Slack']",10,Conor Dunne
MITRE,Build and search MITRE ATT&CK semantic index in Elastic,"['Elastic', 'MITRE']",18,Michael Tolan
Netskope,Monitor large downloads by employees in Netskope and create Jira issues,"['Jira Software', 'Netskope']",11,Michael Tolan
Netskope,Update URL lists used by Remote Browser Isolation in Netskope,['Netskope'],7,
Netskope,Remove 3rd Party Apps marked for removal in Netskope SSPM,"['Microsoft Azure', 'Netskope', 'Slack']",6,Netskope
Netskope,Alert when Netskope SSPM Posture Score breaches threshold,['Netskope'],4,Netskope
Panther,Check IP addresses in Panther & send results via Slack,"['AbuseIPDB', 'Panther', 'Slack']",20,Eoin Magner
Panther,Implement data loss prevention policies,"['Google', 'Panther', 'Slack']",35,
Panther,Monitor Panther alerts & remediate SSH brute force attacks,['Panther'],19,Eoin Magner
Panther,Perform SQL searches in Panther,['Panther'],15,
Snowflake,Run a query in Snowflake,"['Slack', 'Snowflake', 'VirusTotal', 'Zendesk']",5,
Snowflake,Query Snowflake via Slack and return results as CSV,"['Slack', 'Snowflake']",12,Michael Tolan
Snowflake,Update Google Sheets With Snowflake Data,"['Google Sheets', 'Snowflake']",5,Colm O'Grada
Snowflake,Ingest Tines audit logs into Snowflake,"['Snowflake', 'Tines']",13,Michael Tolan
Spotify,"Activate holiday cheer with Shelly, Spotify, and Tines",['Spotify'],32,Colleen Gallagher
Spotify,Turn on Christmas lights with VeSync and celebrate with Spotify,"['Spotify', 'VeSync']",11,
Spotify,Celebrate new Tines Stories with Spotify,['Spotify'],10,Michael Tolan
Spotify,Notify Slack channel of recently added tracks in Spotify playlists,"['Slack', 'Spotify']",15,Michael Tolan
Sumo Logic,Make a query in Sumo Logic,['Sumo Logic'],9,
Sumo Logic,Create GitHub issues from Sumo Logic alerts,"['GitHub', 'Sumo Logic']",10,
Sumo Logic,Ingest Tines audit logs into Sumo Logic,"['Sumo Logic', 'Tines']",7,Aron Day
Sumo Logic,Distributed Alerting Slackbot with 2FA,"['Jira Software', 'Slack', 'Sumo Logic']",99,Jamison Bigham
Thinkst Canary,"Hunt, contain, and escalate threats with Thinkst Canary",['Thinkst Canary'],31,
Thinkst Canary,Check Thinkst Canary alerts in GreyNoise and record in runZero,"['GreyNoise', 'runZero', 'Thinkst Canary']",7,Justin Varner
Thinkst Canary,Enrich Canarytoken alerts and notify the security team,"['AbuseIPDB', 'Thinkst Canary']",12,Dennis Chow
Thinkst Canary,Deploy Canarytoken using CrowdStrike RTR,"['CrowdStrike', 'Slack', 'Thinkst Canary']",7,Tyron Kemp at Thinkst Canary
Any.Run,Analyze suspicious files with Any.run,['Any.Run'],15,
Any.Run,Analyze suspicious URLs with Any.run,['Any.Run'],15,
Any.Run,Scan a file on Any.run,['Any.Run'],20,
Apex Central,Connect with Trend Micro using Java Web Tokens,['Apex Central'],9,
Apex Central,Retrieve a list of suspicious objects from Trend Micro Apex Central,['Apex Central'],3,
Apex Central,Retrieve a list of Trend Micro Apex Central's managed servers,['Apex Central'],3,
Confluence,Document Tines stories in Atlassian Confluence,"['Confluence', 'Slack']",72,Tyler Talaga at MyFitnessPal
Confluence,Create shift handover notes in Confluence send reminders in Slack,"['Confluence', 'Jira Software', 'Slack']",13,Michael Tolan
Confluence,Export Confluence pages using Tines pages,['Confluence'],16,Dermot Bruce-Agbeko
Cribl,Conduct IP address search using Cribl,['Cribl'],14,Igor Gifrin at Cribl
Cribl,Update a lookup file in Cribl,['Cribl'],12,
Cribl,Replay Data with Cribl into Elastic Security and Isolate Hosts Using Elastic Agent,"['Cribl', 'Elastic']",20,
Cybersixgill,Submit and analyze IOC with Cybersixgill via Tines Pages,['Cybersixgill'],12,
Cybersixgill,Monitor CVE trends via Cybersixgill and alert on impacted assets in Tenable.io,"['Cybersixgill', 'Slack', 'Tenable Vulnerability Management']",6,
Cybersixgill,Create issues in Jira from alerts in Cybersixgill and notify with Slack and email,"['Cybersixgill', 'Jira Software', 'Slack']",4,
DataDog,Ingest Tines audit logs into Datadog,"['DataDog', 'Tines']",7,Aron Day
DataDog,Search for IOCs and create incidents in DataDog,['DataDog'],16,Conor Dunne
DataDog,Search for IoCs in a network when a MISP attribute is created,"['CrowdStrike', 'DataDog', 'MISP']",15,Conor Dunne
Devo,Create high severity alerts in Devo SIEM for analysis,['Devo'],4,
Devo,Get host log alerts from Devo SIEM,"['Devo', 'Jira Software', 'Slack']",10,
Devo,Send data to Devo SIEM,['Devo'],2,
Discord,Register and handle Discord interactions,['Discord'],11,Yannick Gloster
Discord,Monitor Discord servers for leaked secrets and send alerts,['Discord'],20,Liam Malone
Discord,Manage a Hetzner Minecraft Server via Discord,['Discord'],35,Yannick Gloster
Google Cloud Storage,Backup Tines stories to Google Cloud Storage,"['Google', 'Google Cloud Storage']",24,Michael Tolan
Google Cloud Storage,Export CrowdStrike detections to Google Cloud Storage as CSV,"['CrowdStrike', 'Google Cloud Storage']",6,Michael Tolan
Google Cloud Storage,Upload a file to Google Cloud Storage,"['Google', 'Google Cloud Storage']",7,Michael Tolan
Harmonic Security,Notify and assign training based on Harmonic Security alerts,"['Harmonic Security', 'Knowbe4', 'Notion', 'Slack', 'Tines']",17,Harmonic Security
Harmonic Security,Coach users to use AI safely with Harmonic Security and Teams,"['Harmonic Security', 'Microsoft Teams']",8,
Harmonic Security,Coach users to use AI safely with Harmonic Security and Slack,"['Harmonic Security', 'Slack']",9,
Hunters SOC Platform,Filter Hunters alerts by risk level and create cases via Slack,"['Hunters SOC Platform', 'Jira Software', 'Slack']",8,
Hunters SOC Platform,Sync Tines case comments with Hunters leads,"['Hunters SOC Platform', 'Tines']",7,
Hunters SOC Platform,Disable AWS User from Hunters Alert with Jira prompt,"['AWS', 'Hunters SOC Platform', 'Jira Software']",13,
Kandji,Add devices in Kandji to Google Sheets,"['Google', 'Kandji']",7,Michael Tolan
Kandji,Sync assets between Kandji and runZero while updating ownership,"['Kandji', 'runZero']",18,
Kandji,Monitor and remediate inactive Kandji devices with Tines Cases,"['Kandji', 'Tines']",23,Michael Tolan
Linear,Create Linear issues from Slack message reactions,"['Linear', 'Slack']",14,Tines and Conor Dunne
Linear,Create a task in Linear,['Linear'],5,Michael Tolan
Linear,Get teams in Linear,['Linear'],9,Michael Tolan
LogScale,Enrich FalconLogScale (Humio) events with ChatGPT,"['CrowdStrike', 'LogScale', 'OpenAI']",3,@ionstorm
LogScale,Query Falcon Logscale from Slack,"['LogScale', 'Slack']",12,Michael Tolan
LogScale,Send Google Workspace security logs to LogScale,"['Google', 'LogScale']",6,
NextDNS,Analyze and triage suspicious emails with various tools,"['CrowdStrike', 'EmailRep', 'Jira Software', 'NextDNS', 'URLScan.io', 'VirusTotal']",59,Michael Tolan
NextDNS,Fetch & block high-risk domains with DomainTools and NextDNS,"['DomainTools', 'NextDNS']",25,DomainTools
NextDNS,"Investigate a URL with URLScan, create a ticket in Jira and take action","['AbuseIPDB', 'CrowdStrike', 'Jira Software', 'NextDNS', 'Phish Report', 'URLScan.io']",41,
OctoPerf,Onboard users to OctoPerf via Slack or Jira,"['Jira Software', 'OctoPerf', 'Slack']",29,
OctoPerf,Utilize scenarios in Octoperf and retrieve analysis reports,['OctoPerf'],44,
OctoPerf,Offboarding users to OctoPerf via Pages and Jira,"['Jira Software', 'OctoPerf']",27,
Opal,Assign New Okta Administrator Role to Okta from BambooHR through Opal,"['BambooHR', 'Jira Software', 'Okta', 'Opal']",16,
Opal,Create custom connectors for Opal using Tines,['Opal'],43,
Opal,Track Opal access requests and create cases in Tines,['Opal'],34,Conor Dunne
QuickChart,Create a survey with charts using Pages,['QuickChart'],8,
QuickChart,Display data using Quickchart,['QuickChart'],3,Michael Tolan
QuickChart,Get reservation information and statistics for a local gym,"['Airtable', 'QuickChart', 'Telegram']",13,Marti B
runZero,Sync assets between Kandji and runZero while updating ownership,"['Kandji', 'runZero']",18,
runZero,Check Thinkst Canary alerts in GreyNoise and record in runZero,"['GreyNoise', 'runZero', 'Thinkst Canary']",7,Justin Varner
runZero,Build a software report in runZero enriched with software end of life dates,"['Google', 'runZero']",11,Conor Dunne
Twilio,Send a text with Twilio,['Twilio'],5,
Twilio,Send SMS with Twilio if assigned to a Case in Tines,"['Microsoft', 'Tines', 'Twilio']",15,Michael Tolan
Twilio,Escalate cases to emergency resources with Twilio,"['Tines', 'Twilio']",29,Michael Tolan
VulnCheck,Check updated CVEs for exploitation using VulnCheck and GreyNoise,"['GreyNoise', 'VulnCheck']",11,
VulnCheck,Search Axonius for devices and enrich with VulnCheck,"['Axonius', 'VulnCheck']",48,Michael Tolan
VulnCheck,Monitor VulnCheck KEV and alert on impacted assets in Tenable.io,"['Slack', 'Tenable Vulnerability Management', 'VulnCheck']",6,
X,Analyze queried tweets based on keywords,['X'],29,
X,Format and post long messages as a single thread on X,['X'],12,Michael Tolan
X,Get service status updates and post to X,['X'],5,Michael Tolan
Zoom,Onboard employees & grant specialized access to specific tools,"['GitHub', 'Google', 'Zoom']",21,
Zoom,Onboard employees with flexible forms,"['GitHub', 'Google', 'Zoom']",14,
Zoom,Add video conferencing and meeting notes to new Google Calendar events,"['Google', 'Google Calendar', 'Zoom']",22,
Abuse.ch,Add JA3 client blocklist from Abuse.ch to AWS firewall rule,"['Abuse.ch', 'AWS']",17,
Abuse.ch,Analyze a hash with YARA rules using Abuse.ch YARAify,['Abuse.ch'],13,Michael Tolan
Amazon GuardDuty,Check if new AWS GuardDuty findings are malicious,"['Amazon GuardDuty', 'AWS', 'Jira Software', 'URLScan.io']",27,
Amazon GuardDuty,Track AWS GuardDuty alerts in Jira and remediate,"['Amazon GuardDuty', 'AWS', 'Jira Software']",18,
Analyst1,Use Analyst1 threat intelligence in Sublime Security,"['Analyst1', 'Sublime Security']",39,
Analyst1,"Gather & enrich evidence between Analyst1, Sublime Security, and Drata","['Analyst1', 'Drata', 'Sublime Security']",48,
Anecdotes.ai,Find & remediate public AWS S3 bucket access with Anecdotes,"['Anecdotes.ai', 'AWS']",16,
Anecdotes.ai,Receive alerts from Anecdotes.ai and create a ticket,"['Anecdotes.ai', 'OpenAI']",11,
Browserless,Interact with a site with Browserless,['Browserless'],23,Michael Tolan
Browserless,Scrape CVE information using Browserless and send an email to users,['Browserless'],9,Michael Tolan
ConductorOne,Review tasks in ConductorOne for inactive approvers and alert in Microsoft Teams,"['ConductorOne', 'Microsoft Teams']",10,Michael Tolan
ConductorOne,Review tasks in ConductorOne for inactive approvers and alert in Slack,"['ConductorOne', 'Slack']",9,Michael Tolan
CyberArk,Manage CyberArk access requests using Slack,"['CyberArk', 'Jira Software', 'Slack']",23,Conor Dunne
CyberArk,Get Cyberark Safes and Members,['CyberArk'],12,Nick Page
Cybereason,Retrieve & enrich IOCs across multiple platforms,"['Cybereason', 'Jira Software', 'PassiveTotal', 'Recorded Future', 'Slack']",14,
Cybereason,Isolate machines based on malicious Cybereason Malops and track in JIRA,"['AbuseIPDB', 'Cybereason', 'Jira Software']",21,
Cyera,Detect and Block Bucket Public Access Policy with Cyera.io and AWS,"['AWS', 'Cyera', 'Jira Software']",11,
Cyera,Retrieve and remediate Cyera issues,"['Cyera', 'Microsoft', 'Microsoft Azure', 'Microsoft OneDrive']",45,Monolithic Power Systems
DelivrTo,Create campaigns on new delivr.to payloads and report results,['DelivrTo'],20,
DelivrTo,"Receive, distribute, and report delivr.to payload notifications",['DelivrTo'],20,
Gmail,Create email filters for a user in Gmail,"['Gmail', 'Google']",8,Conor Dunne
Gmail,Create custom Gmail filters from Sublime Security findings,"['Gmail', 'Google', 'Sublime Security']",14,Conor Dunne
Have I Been Pwned,Bulk search Have I Been Pwned,['Have I Been Pwned'],16,Michael Tolan
Have I Been Pwned,Analyze an email address in multiple services,"['EmailRep', 'Have I Been Pwned']",4,Michael Tolan
HiBob,Offboard employees using HiBob,"['Google', 'HiBob', 'Okta', 'Slack']",18,
HiBob,Update employee probation status with HiBob & Slack,"['HiBob', 'Slack']",11,
Hybrid Analysis,Lookup IOCs in different tools via Slackbot,"['AbuseIPDB', 'Anomali ThreatStream', 'CrowdStrike', 'Hunter.io', 'Hybrid Analysis', 'MetaDefender', 'Pulsedive', 'Slack', 'URLScan.io', 'VirusTotal']",66,Emily Nguyen
Hybrid Analysis,Analyze a file in Hybrid Analysis,['Hybrid Analysis'],32,Martin Moroney
ID.me,Add ID.me contacts to SalesForce,"['ID.me', 'Salesforce']",4,
ID.me,Track ID.me responses with Google Sheets,"['Google Sheets', 'ID.me']",3,
Intezer Analyze,Analyze malware with Intezer using pages,['Intezer Analyze'],10,Conor Dunne
Intezer Analyze,Process CrowdStrike detections with Intezer,"['CrowdStrike', 'Intezer Analyze', 'Jira Software', 'Slack']",22,Aaron Sandow
IOC Parser,Submit and analyze PDF for IOCs with Tines,"['IOC Parser', 'Tines']",14,Michael Tolan
IOC Parser,Extract IOC's from a PDF with PDF.co and IOCParser,"['IOC Parser', 'PDFCo']",19,Michael Tolan
IPQualityScore,Investigate and remediate multiple denied MFA push requests in Okta,"['IPQualityScore', 'Microsoft Teams', 'Okta', 'Tines', 'VirusTotal']",31,Claudia Kinsella
IPQualityScore,Get IP address information,"['APIVoid', 'IPQualityScore']",9,Michael Tolan
Jumpcloud,Check Workday for unauthorized travel and alert in Slack,"['Elastic', 'Jumpcloud', 'OpsGenie', 'Slack', 'Workday']",34,Muhammet Tekbicak
Jumpcloud,Lock a device in JumpCloud,"['Jumpcloud', 'Slack']",35,Nicolas Oropel at Eron International
Logz.io,Manage Logz.io SIEM Alerts,"['Jira Software', 'Logz.io']",5,
Logz.io,Retrieve & enrich Okta alerts from Logz.io,"['Logz.io', 'Okta', 'Slack']",27,
Lumos,Review apps in Lumos for inactive approvers and notify Slack,"['Lumos', 'Slack']",12,Michael Tolan
Lumos,Search for AppStore apps with no approvers in Lumos and alert in Microsoft Teams,"['Lumos', 'Microsoft Teams']",6,Michael Tolan
Malware Traffic Analysis,Pull IOCs from Malware Traffic Analysis,['Malware Traffic Analysis'],14,
Malware Traffic Analysis,Pull & add IOCs from Malware Traffic Analysis to Drata controls,"['Drata', 'Malware Traffic Analysis']",13,
Meta,Send automated responses in Messenger,"['Facebook Messenger', 'Meta']",8,Michael Tolan
Meta,Create posts in Workplace from Meta,"['Jira Software', 'Meta', 'Workplace']",3,Michael Tolan
Mimecast,Query various Mimecast endpoints,['Mimecast'],16,
Mimecast,Manage held queue messages in Mimecast,"['Mimecast', 'Slack']",19,
OCRSpace,Analyze SMS messages for scams using OCR and AI,['OCRSpace'],12,
OCRSpace,Analyze potential SMS phishing attacks and raise incidents in Jira,"['OCRSpace', 'OpenAI', 'PagerDuty']",22,Rajesh Kumar
Palo Alto Networks,Monitor security advisories,"['Cisco', 'Palo Alto Networks']",15,
Palo Alto Networks,Generate sample security alerts with Tines or Cortex XDR,"['CrowdStrike', 'Palo Alto Networks']",10,Conor Dunne
PassiveTotal,Retrieve & enrich IOCs across multiple platforms,"['Cybereason', 'Jira Software', 'PassiveTotal', 'Recorded Future', 'Slack']",14,
PassiveTotal,Retrieve domain information with RiskIQ PassiveTotal,['PassiveTotal'],20,
Phish Report,"Investigate a URL with URLScan, create a ticket in Jira and take action","['AbuseIPDB', 'CrowdStrike', 'Jira Software', 'NextDNS', 'Phish Report', 'URLScan.io']",41,
Phish Report,Create a takedown case in Phish Report,['Phish Report'],8,Michael Tolan
Power BI,"Extract CSV attachment from email, update OneDrive and refresh Power BI","['Microsoft OneDrive', 'Power BI']",6,Michael Tolan
Power BI,Backup Power BI reports to GitHub,"['GitHub', 'Power BI']",24,Michael Tolan
Proofpoint,Retrieve Proofpoint events and log issues in Jira,"['EmailRep', 'Jira Software', 'Proofpoint', 'URLScan.io', 'VirusTotal']",11,Michael Tolan
Proofpoint,Enrich clicked URLs from Proofpoint and block with Zscaler,"['AbuseIPDB', 'Jira Software', 'Proofpoint', 'URLScan.io', 'Zscaler']",13,Michael Tolan
Reco,Respond to publicly exposed files in Google Drive with Reco,"['Google', 'Reco']",30,
Reco,Respond to Google Drive public exposure alerts in Reco and secure files,"['Google', 'Google Drive', 'Reco', 'Slack']",46,
Reversing Labs,Query Spectra Intelligence for existing classification of inputted Hash,['Reversing Labs'],9,
Reversing Labs,Query Spectra Intelligence for URL reputation,['Reversing Labs'],16,
Security Scorecard,Generate SecurityScorecard issue report and create Jira tickets for new issues,"['Jira Software', 'Security Scorecard']",9,Conor Dunne
Security Scorecard,Fetch vulnerabilities in SecurityScorecard and add to Drata,"['Drata', 'Security Scorecard']",23,
SonarCloud,Retrieve vulnerabilities from SonarCloud and suggest code fixes in GitHub,"['GitHub', 'OpenAI', 'SonarCloud']",13,Conor Dunne
SonarCloud,Onboard GitHub projects to SonarCloud and Airtable,"['Airtable', 'GitHub', 'SonarCloud']",36,Tyler Talaga
Tailscale,Receive a Request for Device Approval into Tailscale and Check Axonius,"['Axonius', 'Slack', 'Tailscale']",17,
Tailscale,Monitor and manage Tailscale device enrollments via Slack,"['Slack', 'Tailscale']",6,Conor Dunne
Traceable.ai,Real-Time API Threat Detection and Mitigation with Traceable.ai and AWS WAF,"['AWS', 'Tines', 'Traceable.ai']",14,
Traceable.ai,Add open spec files from Traceable to a GitHub repository,"['GitHub', 'Traceable.ai']",15,
Veza,Find & remediate public AWS S3 buckets with Veza and add evidence to Drata controls,"['AWS', 'Drata', 'Jira Software', 'Veza']",20,
Veza,Search for & remediate public AWS S3 buckets with Veza,"['AWS', 'Jira Software', 'Veza']",13,
1Password,Create credentials that reference 1Password vaults,['1Password'],24,
AdGuard,Retrieve blocked DNS queries from AdGuard and enrich with VirusTotal and LimaCharlie,"['AdGuard', 'LimaCharlie', 'VirusTotal']",15,Conor Dunne
Aikido,Manage Aikido vulnerabilities with Tines cases and records,['Aikido'],38,Troy Wegner
Akamai,Authenticate and execute various actions in Akamai,['Akamai'],14,
AlienVault OTX,Analyze file in AlienVault OTX,['AlienVault OTX'],29,Troy Wegner
alphaMountain,Search alphaMountain for URL threat intelligence via Slack,"['alphaMountain', 'Slack']",11,Michael Tolan
Aqua Security,Investigate & remediate critical container vulnerabilities in Aqua Security Cloud Workload Protection Platform,"['Aqua Security', 'Jira Software']",24,
Argo Workflows,Manage Elasticsearch and GKE clusters via Slack bot,"['Argo Workflows', 'Google', 'Kubernetes']",41,Christopher Cutajar at Elastic
Armis,Add alert evidence from Armis to Drata controls,"['Armis', 'Drata']",8,
